,Name,text
3487,Peanut Butter and Jelly Sandwich, stir ingredients together with ice in a mixing glass strain into a chilled cocktail glass and serve      raspberry liqueur     hazelnut liqueur     cranberry juice
3488,Pendennis, dissolve the sugar in a few drops of water in an oldfashioned glass almost fill the glass with crushed ice add the bourbon and stir well garnish with a twist of lemon    tsp superfine sugar    bourbon whiskey
3489,Pillow Mint, pour whiskey into an oldfashioned glass and add kahlua splash the mint schnapps stir and serve     irish whiskey    coffee liqueur   splashs mint schnapps
3490,Pushkin`s Milkshake, mix vodkas cocoa and cold milk in a shaker or blender and pour into a chilled stemmed glass top with whipped cream and sprinkle with nutmeg     coffee vodka    orange vodka    milk  cocoa powder
3491,Peaches and Cream, pour kahlua and schnapps into a highball glass fill with milk shake and serve     coffee liqueur    peach schnapps  milk
3492,Apricot Brandy Rickey, pour apricot brandy and lime juice into a highball glass almost filled with ice cubes add club soda stir and serve     apricot brandy    lime juice    club soda
3493,Piledriver, add rum and vodka to a beer mug top with cocacola and orange juice and add ice if possible    parts dark rum   parts vodka   parts cola   parts orange juice
3494,Passion Punch, shake with a glassful of broken ice and pour unstrained into an oldfashioned glass     gold rum    grape juice    passion fruit juice   tsp pineapple syrup
3495,Pusser`s Pain Killer, shake with ice and strain into a cocktail glass garnish with nutmeg and serve     dark rum    apple juice    coconut milk    orange juice
3496,Polynesian Cocktail, rub the rim of a cocktail glass with lime and dip into powdered sugar shake vodka cherry brandy and juice of lime with ice strain into the sugarrimmed glass and serve     vodka    cherry brandy   juice of lime  superfine sugar
3497,Pimp Cocktail, pour ingredients into a highball glass stir and serve     vodka    blue curacao liqueur    peach schnapps    orange juice
3498,Poontang, mix vodka and triple sec in a hurricane glass add tang to taste and serve     vodka    triple sec  powdered soft drink
3499,Party Gras, fill a mixing tin with ice pour the rum melon liqueur coconut rum and juice  pinejuice  apple juice into tin and shake pour contents into a hurricane glass top it with a splash of orange juice and float a swirl of grenadine atop that garnish wit     op rum    melon liqueur   coconut rum    grenadine syrup    apple juice   splashs orange juice
3500,Purple Squirrel, mix everything but club soda and shake well in a tumbler add the club soda and pour over ice in cocktail glass garnish with a slice of lime with an almond embedded in it additional ingredients for variations creme de almond coconut milk     white rum    coconut rum    blue curacao liqueur    grenadine syrup    lime juice    club soda
3501,Port Wine Sangaree, dissolve the sugar in the water and port in the bottom of a highball glass almost fill the glass with crushed ice add the soda float the brandy on top and garnish with a lemon twist dust with nutmeg then with cinnamon and serve     red port    brandy   tsp superfine sugar   tsp water    club soda   pinchs nutmeg   pinchs cinnamon sugar
3502,Port Chicago Punch, fill a collins glass with ice add vodka and rum then fill with pineapple and orange juice in equal parts leaving room to add a generous dose of grenadine on top stir slightly and garnish with a cherry or a pineapple spear enjoy     vodka    mango rum    apple juice    orange juice   splashs lime juice
3503,Apple Brandy Rickey, pour the apple brandy and lime juice into a highball glass almost filled with ice cubes stir and fill with club soda garnish with a lime wedge and serve      apple brandy    lime juice    club soda
3504,Ping-Pong Cocktail, shake all ingredients with ice strain into a cocktail glass and serve     gin   juice of lemon   egg
3505,Pinky Colada, shake well over ice cubes in a shaker and strain into a large highball glass over crushed ice garnish with an amarelle cherry and serve     white rum     dashs grenadine syrup    coconut cream     milk    cream    apple juice
3506,Playboy Bunny, add all ingredients besides sugar into a blender and blend well dampen the rim of the glass and decorate with sugar pour drink into glass and top off with staw    vodka   fifth margarita mix   cupss lemonade   cups cranberry juice   cups orange juice   ice cubes   sugar
3507,Passoa Recovery, pour passoa and lemon juice over ice in a highball glass fill with soda water and serve    cl passionfruit liqueur   cl lemon juice  soda water
3508,Peachy Amaretto, pour all ingredients into a  parfait glass filled with finely shaven ice and serve      almond liqueur     peachs     ice cream
3509,Pennsylvania Dutch Horse and Buggy Bomb, pour a double shot of baileys and set aside pour lionshead into a pilsner glass drop the baileys double shot in and chug dont let it sit or else it curdles     irish cream    larger beer
3510,Princess Martini, pour gin into glass and add equal parts orange juice and juice  pinejuice  apple juice top up glass with fresca     gin    orange juice    apple juice   splashs lemonlime soda
3511,Purple Princess, mix in a cocktail glass and serve with a purple umbrella     scotch whiskey    grape juice
3512,Picador, add ingredients to an oldfashioned glass add ice and stir     white tequila   tbsp coffee liqueur
3513,Peppermint Penguin, combine the green creme de menthe chocolate mint liqueur cookies and cream with one cup of crushed ice in a blender blend until smooth and pour into a parfait glass top with whipped cream garnish with a chocolate cookie and a cherry and serve     green creme de menthe    chocolate mint liqueur   oreo chocolate cookies    light cream    whipped cream
3514,Army Ranger, mix the jagermeister herbal liqueur bacardi  rum and red bull energy drink in a mug or tall glass float a slice of both lime and lemon on top and serve     op rum    energy soda    herbal liqueur
3515,Purple Pecker Spit, pour over ice in a highball glass and serve     vodka    peach schnapps   cupss grape juice
3516,Pimm`s Turbo, pour into an icefilled wine goblet garnish with a slice of lemon and a cherry     gin    gin    lemonade
3517,Platinum Grand Margarita, salt the rim of a margarita glass and pour in freshly squeezed lime juice add margarita mix tequila grand marnier cointreau triple sec irish mist and  ice cubes in a shaker shake vigorously until thoroughly mixed and cold pour into the margarit     margarita mix     aged tequila    orange liqueur    orange liqueur    triple sec    herbal liqueur    lime juice
3518,Pink Fizzy, pour watermelon schnapps into an icefilled highball glass until halffull fill with sprite or up stir and serve    parts watermelon schnapps   parts lemonade
3519,Picon Punch, shake the amer picon lemon juice and grenadine well with ice and strain into a highball glass filled with ice top with soda garnish with fruit and serve     orange bitters    lemon juice   grenadine syrup  soda water
3520,Peachy Tea, pour all ingredients into hurricane glass over ice garnish with a lemon     gin    white rum   peach schnapps    white tequila    vodka   splashs cola    margarita mix
3521,Pirate`s Treasure, combine ingredients in glass     spiced rum    canadian whisky    cola
3522,Purple Mask, shake all ingredients with ice strain into a cocktail glass and serve     vodka    white creme de cacao    grape juice
3523,Pooh Bear, pour ingredients over ice     bourbon whiskey  cream soda  ice cubes
3524,Puerto Rican Punch, serve straight up in a hurricane glass float the grenadine on top     gin    peach schnapps    vodka    gin    orange juice    apple juice  grenadine syrup
3525,Apple Martini 2, add ingredients to a cocktail shaker shaker halffilled with ice cubes shake well strain into cocktail glass and serve     apple vodka    melon liqueur    sours
3526,Puerto Rican Sky Rocket, shake all ingredients with ice strain into a cocktail glass and enjoy     vodka    gold tequila   herbal liqueur  fill with orange juice
3527,Passcack Valley Orgasm, pour all ingredients into an iced shaker and shake well strain into a highball glass and serve     vodka    almond liqueur   coffee liqueur  cream
3528,Port And Starboard, pour carefully into a pousse cafe glass so that the creme de menthe floats on top of the grenadine serve without mixing    tbsp grenadine syrup    green creme de menthe
3529,Pleasure Dome, layer brandy creme de cacao and benedictine in that order in a pousee cafe glass     brandy    benedictine herbal liqueur   white creme de cacao
3530,Peppermint Hot Chocolate, pour the peppermint schnapps into an irish coffee cupmug add the hot chocolate and stir top with whipped cream garnish with some peppermint candy and serve     peppermint schnapps    hot chocolate
3531,Passion P*ssy, pour the la grande passion liqueur grenadine and heavy cream into a cocktail shaker halffilled with ice cubes shake vigorously strain into a cocktail glass and serve     passionfruit liqueur    grenadine syrup    cream
3532,Pineapple Cocktail, pour rum juice  pinejuice  apple juice grenadine and lemon juice into a collins glass fill with club soda or to taste serve with ice     white rum    apple juice    lemon juice    grenadine syrup  club soda
3533,Pedro Collins, pour bacardi limon into an icefilled collins glass add sweet and sour mix and fill with equal parts of club soda and up     lemon rum   splashs sours    lemonade    club soda
3534,Pineapple Snap, pour ketel one vodka triple sec and absolut mandrin into a cocktail shaker with ice shake and pour into a highball glass add juice  pinejuice  apple juice and serve     vodka    triple sec    mandarin vodka    apple juice
3535,Pimp Punch, mix and pour over ice     raspberry schnapps    blackcurrant vodka    lemonade
3536,Apple Martini 3, chill a champagne or cocktail glass shake ingredients in a cocktail shaker halffilled with ice cubes strain into glass and serve     sour apple schnapps    apple vodka    apple juice
3537,Piper At The Gates Of Dawn, combine the scotch kahlua and maraschino liqueur in a mixing glass halffilled with ice cubes stir well and strain into an oldfashioned glass almost filled with ice cubes pour the cream over the back of a teaspoon so that it floats on top of the dr     scotch whiskey    coffee liqueur   maraschino liqueur    cream
3538,Pirate`s Coffee, mix together in glass and top off with ground cinnamon andor whipped cream     coffee liqueur    spiced rum    coffee
3539,Pussy Paws, stir cranberry juice amaretto and sour mix in a mixing glass pour into a frosted highball glass over ice cubes fill with club soda add twist of lime and garnish with a wedge of lime     almond liqueur   parts cranberry juice   parts club soda   twists lime peel    sours
3540,Peekaboo, pour absolut kurant into a cocktail glass and fill with orange juice     blackcurrant vodka   glasss orange juice
3541,Pink Fuzzy P*ssy, shake juice rums and schnapps with ice and strain into a highball glass add ice cubes add grenadine slowly and allow to settle stir before drinking     blueberry schnapps    wilderberry schnapps   coconut rum    spiced rum   splashs grenadine syrup    apple juice
3542,Penguin`s Surprise, pour all ingredients over ice cubes in a highball glass stir well garnish with a maraschino cherry and serve     vodka    coconut liqueur    banana juice
3543,Puerto Rican Popper, pour the bacardi limon and passoa into a highball glass filled with ice cubes top with cranberry juice and stir well splash with champagne and serve     lemon rum    passionfruit liqueur    cranberry juice   splashs champagne
3544,Perroquet, pour pernod and mint syrup over ice cubes in a highball glass fill with cold water stir well and serve     licorice liqueur   dashs mint liqueur  water
3545,Patrick`s Bloody Mother, pour ingredients over ice in a collins glass stir a little and serve     vodka    lemonade   splashs grapefruit juice
3546,Pucker, pour whiskey generously over ice in a whiskey sour glass add unsweetened grapefruit juice up optional and serve     whiskey   parts grapefruit juice
3547,Aviator Fuel, fill a large cup or glass onethird full with lemonade add equal amounts of vodka and sprite and serve    parts vodka   parts lemonade   parts lemonade
3548,Pucker Up, mix all ingredients together and enjoy     apple schnapps    apple schnapps    lemonade   splashs lemon juice
3549,Ponche De Creme, lightly beat all ingredients except bitters add an amount of crushed ice such that it just absorbs the mixture after filling glasses add a dash of bitters to each glass    pints dark rum     dashs bitters   cupss condensed milk     dashs lime juice   egg
3550,Purple Breeze, combine tequila and pernod in a highball glass add a splash of blackcurrant cordial and shoot    gold tequila    licorice liqueur   dashs blackcurrant soda
3551,Poolside Pleasure, take  can of fren limeade and let defrost then pour into a pitcher add one can of any beer then fill the limeade can with light rum   and add that as well stir and pour over ice    cans bitter beer    white rum   cans lemonade
3552,Pineapple Bomber 2, stir ingredients together in a highball glass halffilled with ice cubes and serve    peach liqueur    almond liqueur    spiced rum    apple juice
3553,Paralyzer 3, mix all ingredients in order as listed in what you would think is a big enough container stir well can be served chilled on the rocks or as is very potent     tropicalfruit liqueur    rum    vodka   cans root beer    vodka    gin   splashs lemonade    grain alcohol    white rum    citrus soda
3554,Peach Delight, pit the peaches and cut into quarters add to a blender with the absolut peach vodka and the sugar blend well and serve in appropriate glass or cup       peach vodka   peachs   cupss sugar
3555,Pink Mikey, stir ingredients together in a highball glass almost filled with ice cubes and serve     gold tequila    lemonade
3556,Powder Keg, pour one twelve ounce heineken special dark lager into a chilled pint glass fill a one ounce shot glass with kahlua especial drop the shot glass into the pint glass and drink all of it at once     larger beer    coffee liqueur
3557,Pesticidal Cherries, add the grenadine to the tonic water in a mixing glass and mix well add the cherry cola and one shot of vodka at the same time place the  cherries in a seperate shot of vodka and soak for at least  minutes cherries can be soaked in advance and kep     vodka    cherry cola    tonic water   tbsp grenadine syrup   cherry
3558,Alexander Baby, pour the dark rum into a cocktail shaker halffilled with ice cubes add the creme de cacao and double cream shake well and strain into a chilled cocktail glass sprinkle with grated nutmeg on top and serve     dark rum    creme de cacao   double cream    nutmeg
3559,Pirate`s Float, mix all ingredients in a glass with ice add cola to taste and serve on the rocks     spiced rum    root beer schnapps  cola
3560,Pina Colada 3, crush your ice into a blender add the malibu crushed pineapple and coconut as above blend until smooth pour into a pinacolada glass and serve     coconut rum   tbsp pineapples   tbsp coconut cream   cups crushed ice
3561,Pina Colada 4, add all of the above ingredients to a blender with plenty of crushed ice and blend well pour into a hurricane glass garnish as desired and serve     white rum    pineapple juice    bloody mary mix   tbsp pineapples
3562,Passion Colada, pour the white rum cream passionfruit juice and coconut syrup into a cocktail shaker halffilled with ice cubes shake well and pour into a pina colada glass garnish with a pineapple chunk or a maraschino cherry and serve     white rum    cream    passion fruit juice    coconut syrup
3563,Parrot Bay Breeze, combine ingredients in a highball glass over crushed ice stir well and serve     coconut rum    pineapple juice    cranberry juice
3564,Pepper Manhattan, pour the stoli pepper vodka pertsovka and sweet vermouth into a cocktail shaker halffilled with ice cubes shake well and strain into a cocktail glass garnish with a maraschino cherry and serve     vodka    sweet vermouth
3565,Pisco Sour 2, shake ingredients vigorously with ice strain into a champagne flute and add the bitters as an aromatic garnish     brandy    lime juice    sugar syrup  egg white   dashs bitters
3566,Peach Bullfrog, pour ingredients into a rocks glass filled with ice     vodka    peach schnapps  fill with cranberry juice
3567,Pisco Sour,the pisco sour made with the peruvian and chilean national spirit pisco along with lime syrup and an optional egg white is appropriate for any occasion add all ingredients to a mixer with ice shake well until ice is melted and serve in a cocktail glass    parts brandy  pisco   parts lemon juice   parts sugar syrup   splashs egg white
3568,Pina Colada Royal, place the rums crushed pineapple and ice cream in a blender with   cups of crushed ice blend until fren add more ice if required pour into a parfait glass and serve     white rum    coconut rum    pineapples   scoops ice cream
3569,Acid Trip, shake with ice and strain into a cocktail glass     melon liqueur    gin   vodka    rum    tequila
3570,Peach Daiquiri, combine peach lime juice sugar and rum in a blender puree until smooth almost fill a large wine glass with crushed ice pour peach mixture over garnish with a mint sprig and serve immediately    peachs   tbsp lime juice   tsp superfine sugar    white rum
3571,Pineapple Fizz,the pineapple fizz is a tropical rumbased variation on a classic fizz recipe spirit lemon juice sugar and carbonated water combine all ingredients except soda to your cocktail shakershake with iceadd a dash of soda to your shakerstrain into a high ball glass with icegarnish with a pineapple wedge     white rum    gold rum    pineapple juice    lime juice    sugar syrup   dashes bitters  soda water
3572,Pineapple Tea, add liquors and sour mix to an icefilled collins glass top with juice  pinejuice  apple juice to taste and serve     tequila    rum   vodka    gin    triple sec   sours  apple juice
3573,Peach Long Island Iced Tea, combine all ingredients in a cocktail shaker halffilled with ice give a couple shakes and pour into a collins glass filled with ice cubes add a splash of coke to make it a little dark on the top half may use more coke for a less stronger drink garni      rum     vodka     gin     tequila     peach schnapps    sours   splashs cola
3574,Pink Passion, build in a highball glass in order with ice cubes garnish with lime wedges    cl vodka   cl passionfruit liqueur   parts lemonade
3575,Pittsburgh Sunrise, stir and pour over ice in a highball glass and serve     vodka    lemonade    peach papaya juice
3576,Pink Pantie Pulldown, pour vodka over ice in a highball glass add lemonade followed by sprite and serve     vodka    lemonade    lemonade
3577,Polar Bear 2, blend with ice in a highball glass     vodka      blue curacao liqueur  lemonade
3578,Pink Lady 2, add ingredients to a cocktail shaker halffilled with ice cubes shake and strain into a parfait glass and serve     vanilla schnapps    cranberry juice   splashs milk
3579,Pineapple Liqueur,  crush pineapple pieces very finely and add with the sugar to juice  pinejuice  apple juice in a pan leave to stand overnight  drain syrup and strain pineapple pieces through a cheese cloth or in a food processor mix juice with rum and vodk    g pineapples   g sugar   ml op rum   ml vodka  lemon juice  apple juice
3580,Almond Shrub, put into gallon or halfgallon jar the spirits thin lemon peel orange juice and sugar now take the essence of bitter almonds you can use any amount you please and add it to the glass of milk mix thoroughly and pour into the jar cover put in a war    qt rum   glasss orange juice  rind of  lemon   lb sugar   glasss milk     drops almond extract
3581,Plum Liqueur,  wash plums and pat dry cut in half or smaller and pit place in an aging container pour sugar over and stir add vodka and brandy stirring to partly dissolve sugar cap container and place in a cool dark place for  months stir occasionally    lb plums   cupss sugar   cupss vodka   cups brandy
3582,Pirate`s Cordial, pour ingredients into a shaker with ice cubes shake and strain into a cordial glass     pineapple rum    strawberry liqueur   spiced rum    raspberry vodka
3583,Pink Mafia, stir ingredients together in a highball glass filled with ice cubes and serve     apple rum    lemonade    cranberry juice
3584,Parisian Blond Cocktail, shake all ingredients with ice and strain into a chilled cocktail glass add a drop or two of vanilla extract on top of the cream and serve     rum    orange curacao liqueur    cream
3585,Port Eggnog, shake with ice and strain into a tall glass and fill with milk garnish with nutmeg    egg    red port   tsp sugar  milk
3586,Port Flip, shake with ice and strain into a wine glass garnish with nutmeg and serve     red port   tsp sugar   egg
3587,Port Milk Punch, shake with ice and strain into a collins glass sprinkle with nutmeg and serve     red port    milk   tsp sugar
3588,The Power Of Milk, stir sugar and vodka together in a cordial glass add milk and serve cold with a straw    tsp sugar   cl vodka   cl milk
3589,Port Wine Eggnog, shake all ingredients except nutmeg with ice and strain into a collins glass sprinkle nutmeg on top     red port    milk   pinchs nutmeg   tsp sugar   egg
3590,Pain Killer, pour midori melon liqueur in an icefilled collins glass almostfill with equal parts cranberry orange and juice  pinejuice  apple juice add rum garnish with a cherry and serve     melon liqueur  cranberry juice  orange juice  apple juice    op rum
3591,Absinthe Liqueur, steep wormwood in vodka for  hours remove add the rest and steep for one week age    pints vodka   tsp wormwood   tsp anise   tsp fennel   cardamom   tsp coriander   tsp angelica root
3592,Parisian Cocktail 2, pour grand marnier vodka orange juice and cranberry juice into a cocktail shaker with ice shake and strain into a chilled cocktail glass and serve     vodka    orange liqueur    orange juice    cranberry juice
3593,Popped Cherry, serve over ice in a tall glass with a popped cherry     vodka    cherry liqueur    cranberry juice    orange juice
3594,Peach Blaster, pour ingredients into a collins glass filled with ice     peach schnapps  cranberry juice
3595,Peachface, shake everything with ice strain into a collins glass     vodka    peach schnapps    cranberry juice
3596,Pink Lemonade 2, add ice vodka sour mix cranberry and lime juice to a shaker shake and strain into a highball glass with a garnish of lemon     vodka    sours   splashs cranberry juice   dashs lime juice
3597,Pink Fluffy Clouds, shake ingredients together over ice and serve in chilled cocktail glasses     white rum    blackcurrant soda    milk
3598,Pink Millenium, mix vodka cranberry juice and sugar syrup and pour into a champagne coupe or flute fill with champagne or a dry sparkling wine    cl citrus vodka   cl cranberry juice   cl sugar syrup  champagne
3599,Pink Paradise, pour the tequila into a mixing glass halffilled with ice cubes and stir pour the bitters into a brandy snifter and swirl around in order to coat the glass discard any excess bitters from the glass then strain the tequila into the glass and serve     tequila   dashs bitters
3600,Pink Star, add all ingredients except grenadine to a cocktail shaker halffilled with ice cubes add grenadine to achieve a light pink color strain into a chilled cocktail glass and serve     passionfruit rum    coconut rum    peach liqueur    apple juice     dashs grenadine syrup   splashs lemonade
3601,Patels Special, pour shots into a cocktail glass add cranberry and pineapple juice two squirts of lemon and fill the rest of the glass with ice     citrus vodka    peach schnapps   parts cranberry juice   parts pineapple juice   splashs lemon juice
3602,Andes Candies, add the ice  to a tall glass fill to the top with chocolate milk mix very thoroughly and keep drink as cold as possible until finished tastes exactly like andes candies     peppermint schnapps    chocolate milk
3603,PEZ, mix ingredients together over ice in a tumbler shake well and strain into a whiskey sour glass adjust sour mix ratio to taste    parts spiced rum   parts raspberry liqueur   parts sours
3604,Pink Panties, combine all ingredients in a blender with half a cup of crushed ice blend until smooth serve in a tall glass     lemonade   cups canadian whisky   cups water   whipped cream
3605,Panama Cocktail, shake well with cracked ice and strain into a chilled cocktail glass     white creme de cacao    brandy    cream
3606,Pegu, stir with cracked ice and strain into a chilled cocktail glass     shots gin   shots orange liqueur   shots lime juice   dashes bitters
3607,Peter Pan Cocktail, shake all ingredients with ice strain into a cocktail glass and serve    shots dry vermouth   shots gin   shots orange juice   dashs bitters
3608,Perfect Cocktail, shake all ingredients with ice strain into a cocktail glass and serve    tsp sweet vermouth   tsp dry vermouth    gin   dashs bitters
3609,Pink Lady, shake ingredients with ice strain into a cocktail glass and serve     gin   tsp grenadine syrup   tsp light cream   egg
3610,Plaza Martini, shake with cracked ice and strain into a chilled cocktail glass    shots gin   shots dry vermouth   shots sweet vermouth
3611,Paris Cocktail, shake ingredients well with ice and strain into a cocktail glass garnish and serve    shots gin  shots dry vermouth  shots blackcurrant liqueur
3612,Perfect Martini, stir ingredients and strain into a frosted cocktail glass garnish and serve     shots gin   shots dry vermouth   shots white vermouth
3613,Amaretto Liqueur, combine sugar and  cup water in a small saucepan bring to a boil stirring constantly reduce heat and simmer until all sugar is dissolved remove from heat and cool in an aging container combine apricot halves almond extract grain alcohol with     cupss sugar   drops food colouring   cupss water   drops blue food colouring   apricot   tsp glycerine   tbsp almond extract   cups grain alcohol   cups water   cups brandy
3614,Playboy Bunny Cocktail, pour everything into a shaker and shake it up with iceserve in a margarita glass with a sugared rim     vodka    tequila    margarita mix    pink lemonade    cranberry juice    sugar syrup
3615,Paisley Martini, stir all ingredients except lemon peel over ice cubes in an oldfashioned glass add a twist of lemon peel and serve     gin   tsp scotch whiskey    dry vermouth   twists lemon
3616,Pineau Martini, stir ingredients together in a mixing glass with ice strain into a chilled cocktail glass garnish with flamed orange peel and serve     red wine    gin
3617,Pear Martini, fill a shaker with ice cubes add all ingredients shake and strain into a chilled cocktail glass garnish with a slice of pear    parts vodka   parts sugar syrup   parts lemon juice   parts pear juice   slices pear
3618,Pomegranate Fizz Cocktail, fill a chilled highball glass with crushed ice add all ingredients stir garnish with lemon     pomegranate juice    soda water    vodka
3619,Pom Pom Cocktail, add all ingredients into a shaker shake and strain into a rocks glass    parts cherry vodka   parts pomegranate juice   parts lime juice   parts sugar syrup
3620,Pink Lady Cocktail,"the pink lady cocktail recipe is made with a combination of gin grenadine syrup and light cream served in a cocktail glass
learn how to make a pink lady cocktail check out the full cocktail recipe details below shake ingredients with ice strain into a cocktail glass and serve     gin   tsp grenadine syrup   tsp cream"
3621,Poison Ivy Cocktail,if you like this cocktail be sure to check out the rest of our batman theme cocktail recipes muddle all ingredients well in a cocktail shakershake vigorously and strain into your cocktail glass     gin    elderflower liqueur    lime juice   basil leaves   mint leaves
3622,Pina Colada Cocktail,the pina colada was created on august   at the caribe hiltons beachcomber bar in san juan puerto rico by its alleged creator ramon monchito marrero apparently the hotel management had expressly requested monchito to mix a new signature drink that would delight the demanding palates of its starstudded clientele monchito accepted the challenge and after three intense months of blending shaking and experimenting the first pina colada was born fill a wine glass with crushed ice add all ingredientsstir garnish with pineapple and a maraschino berry     white rum    pineapple juice    coconut cream   wedge pineapples   maraschino cherry
3623,Pepper Bloody Mary, add all ingredients into a highball glassgarnish with celery and lemon    parts pepper vodka   parts tomato juice   dashes hot sauce   part lemon juice   part lime juice   dashes worcestershire sauce   pinch black pepper   pinch salt   stick celery   wedge lemon
3624,Albus Dumbledore, rim cocktail glass with lemon juice and powdered sugar add vodka and lemon juice     vodka   splashs lemon juice   pinchs sugar
3625,Poinsettia Champagne Cocktail,you might also like to check out some of these champagne cocktails add triple sec and cranberry juice into a champagne flutetop with champagne     triple sec    cranberry juice  champagne
3626,Peking Cocktail,you might also like to check out some of these champagne cocktails shake everything together with ice and strain into a martini glass     dark rum    lemon juice    pernod   dashes grenadine syrup
3627,Peach Fizz Cocktail, in a cocktail shaker with ice add all ingredients except for the soda watershake and strain into a sugar rimmed highball glasstop with soda water     peach schnapps    vodka    lemon juice    gomme syrup  soda water
3628,The Panem-anian Soother,be sure to check out the rest of our hunger games cocktails  drinks in a large jug or pitcher muddle the berries and sage togetheradd remaining ingredients with ice and stir    cups rum   cups orange juice    agave nectar   pack blueberries   sage leaves   bottles ginger ale
3629,Peach Shady Cocktail, pour all in a tall glass stir and serve     viniq glow    larger beer
3630,Peach Manhattan Cocktail, stir all with ice then strain into a martini glassgarnish with an orange twist     viniq glow    bourbon whiskey   dashes bitters
3631,Peach Martini Cocktail,a little up scaleand a lot of glow the martini gets a shimmery makeover with delicious peach flavour now your enticing glamorous look is complete stir all with ice then strain into a martini glass and serve     viniq glow    peach vodka
3632,PayDay Cocktail,fruity and refreshing  a glamorous drink that matches your good looks and sophistication its a scrumptious way to start off happy hour with your besties you might also like to check out some of theselooking for the payday shot recipe  pour all into a shaker stir thoroughly add ice and stir again strain garnish with a mint sprig and enjoy     viniq original    sweet and sour    triple sec    champagne
3633,Alaskan Iced Tea, mix the rum gin vodka blue curacao and sour mix in a mixing glass pour into an icefilled highball glass and top with lemonlime soda garnish with a twist of lemon or lime and top with a cherry serve     sours    blue curacao liqueur   vodka    gin    white rum  lemonlime soda
3634,Princess Pleasure Cocktail,dont forget to check out the rest of our star wars cocktails add ingredients into a blender with ice and blend until smoothpour into a champagne flute and garnish with a cherry    bananas    coconut cream    peach schnapps    pineapple juice
3635,Peat Smash Cocktail, firstly spray the inside of cup with fernet brancaseparately with all ingredients and cubed ice in a mixing glass stir till ice cold and the flavours and aromas of the mint have infused into the liquidsingle strain over cracked ice in cup     scotch whiskey   mint leaves   tsp brown sugar
3636,Quick Sex on the Beach, shake with ice and strain into a cocktail glass     peach schnapps    vodka
3637,Quiksters Delight, pour rum into an icefilled hurricane glass fill with equal parts orange juice and juice  pinejuice  apple juice top with grenadine and serve     lemon rum  orange juice  apple juice    grenadine syrup
3638,Queen Elizabeth, stir all ingredients with ice strain into a cocktail glass and serve    shots dry vermouth    shots gin    tsp benedictine herbal liqueur
3639,Qui Gon Gin Cocktail,dont forget to check out the rest of our star wars cocktails in a highball glass add gin melon liqueur and lime juice and mix with a cocktail stirrertop with tonic water and garnish with a lime wedge     gin    melon liqueur   splash lime juice  top with tonic water   lime  wedge
3640,Red Cloud, shake all ingredients with ice strain into a cocktail glass and serve     gin    apricot brandy   tbsp lemon juice   tsp grenadine syrup
3641,Absinthe Liqueur 2, mix together and let sit a few days strain through a coffee filter to serve mix  part absinthe to  parts water add ice enjoy    bottles vodka   g sugar   ml anise extract   tbsp licorice   wormwood
3642,THE RASPBERRY XXX,the raspberry xxx muddle raspberries in the base of your jar or glassadd ice and pour in pineapple vodka coconut vodka raspberry vodka and creme de bananastop with pineapple juice and drop raspberries on top      pineapple vodka     coconut vodka     creme de bananas     raspberry vodka     pineapple juice  raspberries
3643,Raw Sewage 2, shake ingredients with ice and pour into a glass     amber rum    blue curacao liqueur    vodka    apple juice    orange juice   splashs grenadine syrup
3644,Raw Sewage, mix ingredients together in a cocktail shaker shake strain into a highball glass and serve     blue curacao liqueur    vodka   dashs grenadine syrup  apple juice
3645,Rum Toddy, dissolve powdered sugar in water in an oldfashioned glass add rum one ice cube and stir add a twist of lemon peel and serve     rum   tsp superfine sugar   twists lemon peel   tsp water
3646,Red Mouth, heat in a heatresistant glass or cup     white rum    cherry liqueur    cream     milk
3647,Russian Seven, pour vodka over ice in a collins glass fill with up garnish with a twist of lime and serve     vodka  lemonade
3648,Rocky`s Dilemma, combine both the vodka and grand marnier in a mixing glass halffilled with ice cubes stir well strain into a cocktail glass and serve     vodka    orange liqueur
3649,Alligator Bait 2, add ingredients to a highball glass filled with ice     melon liqueur    orange juice    strawberry margarita mix
3650,Rum Aid, shake and strain over ice in a margarita glass add a twist of lemon and serve     op rum    coconut rum    spiced rum   tbsp orange liqueur   ml sours   parts ginger ale
3651,Reindeer`s Tear, stir in a highball glass     condensed milk    orange curacao liqueur    lemon juice
3652,Rye and Ginger, mix in an oldfashioned glass and serve     rye whiskey  ginger ale
3653,Rum Relaxer, pour first  ingredients into a parfait glass and fill with lemon lime soda garnish with an orange slice and a cherry     white rum    apple juice   grenadine syrup  lemonlime soda
3654,Russian Sunrise, mix with ice in a collins glass orange juice to taste     herbal liqueur   dashs grenadine syrup  orange juice
3655,Ruby Soho, shake liquors and sour mix with ice and strain into a highball glass filled with ice cubes fill with sprite garnish with a cherry     melon liqueur    coconut rum   splashs blue curacao liqueur   splashs sours    lemonade
3656,Ruby in the Rough, combine ingredients in a mixing glass halffilled with ice cubes stir well strain into a cocktail glass and serve     gin    cherry brandy   tsp sweet vermouth
3657,Ruby Runner, shake the malibu brandy banana liqueur and the juices with ice strain into a highball glass and add a splash of grenadine and a splash of bacardi garnish with a cherry and an orange slice     coconut rum    blackberry brandy    banana liqueur    orange juice    apple juice   splashs grenadine syrup   splashs op rum
